10000
198.1.3.107          	              12
83.66.11.1           	              31
146.185.14.152       	              72
91.228.166.88        	             218
139.162.113.212      	            1362
144.26.63.100        	               4
89.136.167.45        	              40
205.251.194.19       	             272
185.35.62.98         	             200
198.84.154.90        	               5
12.121.117.230       	             515
201.254.73.137       	              13
207.183.171.78       	              25
69.51.234.227        	               6
152.204.39.196       	              22
212.32.229.44        	            1503
159.178.116.20       	             791
204.154.111.106      	            3441
115.171.51.203       	             110
92.2.84.199          	              14
36.149.70.231        	               8
182.70.122.202       	               4
114.233.202.56       	              81
106.51.32.3          	             228
190.179.141.230      	               7
68.71.251.224        	            1559
83.48.111.5          	               2
124.123.137.118      	             144
115.45.40.90         	              68
58.7.88.59           	               3
107.216.240.6        	             312
189.62.7.186         	              55
42.243.70.103        	              52
190.9.211.17         	               2
186.46.173.130       	               4
101.95.184.150       	             584
183.88.143.82        	               2
192.229.163.25       	            4179
45.118.162.22        	             674
202.71.21.94         	             270
151.164.109.180      	             102
125.24.156.43        	              46
168.1.128.34         	            1172
64.83.238.162        	             122
217.210.38.231       	              30
73.73.37.13          	             632
117.89.102.169       	             113
93.6.218.150         	              14
13.107.52.254        	             197
185.35.62.103        	             212
73.70.242.208        	              66
192.85.128.219       	            2811
185.35.62.232        	             202
177.32.32.52         	              16
83.20.126.98         	              44
92.82.232.198        	             104
220.186.89.50        	             305
159.178.126.191      	            2591
106.51.225.144       	             393
118.179.161.206      	               2
89.200.228.147       	              48
94.20.219.225        	             575
117.207.239.214      	               5
191.211.83.202       	              13
205.251.195.233      	             648
115.221.250.133      	              31
24.96.130.75         	               6
41.230.61.179        	              32
115.211.63.118       	              86
159.178.135.72       	             762
187.135.47.6         	             128
125.90.231.234       	              54
124.123.163.171      	             356
201.178.29.28        	              23
195.177.215.21       	               2
205.203.100.47       	              95
34.225.175.93        	              38
78.188.128.239       	              13
2.89.194.54          	              39
24.38.98.78          	              20
61.2.70.172          	              21
201.105.176.201      	               5
128.227.200.130      	             765
190.138.254.234      	              11
83.208.46.154        	              83
84.92.95.115         	              33
117.180.224.203      	              10
186.133.41.175       	               3
54.219.183.140       	              64
64.19.198.231        	             212
66.211.132.10        	               4
190.177.62.127       	              11
185.35.62.113        	             212
129.146.14.99        	            1699
106.51.36.158        	             209
159.178.116.156      	            3534
125.115.240.18       	              12
159.178.136.178      	            1680
14.203.89.189        	               6
124.123.131.183      	             392
38.65.9.50           	             156
87.223.159.109       	               7
85.97.61.130         	              14
49.205.93.217        	             177
177.220.176.51       	               9
152.163.64.1         	             699
125.39.222.252       	             143
8.43.72.112          	             814
179.182.201.104      	               7
186.129.151.121      	               9
181.196.216.218      	               5
13.107.3.128         	            2410
151.101.58.2         	            1788
103.80.240.155       	              19
106.47.217.59        	              32
190.106.87.221       	              14
113.159.137.26       	               3
14.119.111.151       	             602
212.3.110.134        	              12
23.21.88.60          	             296
180.111.206.188      	              50
46.237.102.119       	               2
159.178.105.151      	            2156
65.44.139.4          	              18
107.23.49.153        	              39
182.47.11.161        	              84
207.255.212.226      	              10
188.93.232.154       	             593
205.251.194.175      	             203
205.251.196.51       	             540
128.227.149.131      	             540
181.64.92.252        	              18
172.217.8.80         	            7187
171.90.70.193        	               2
118.172.33.186       	               7
97.32.65.177         	             510
128.227.28.249       	              57
159.178.28.17        	             453
194.146.106.42       	             462
192.221.138.135      	              39
209.53.200.2         	               2
181.25.219.150       	              11
112.124.139.10       	              45
114.79.151.120       	             421
106.110.3.233        	              40
181.167.57.16        	               4
36.150.82.247        	               8
12.121.117.87        	              93
199.38.165.28        	             370
159.178.100.33       	            5996
177.188.65.242       	               2
189.111.252.97       	               5
187.54.125.91        	              47
110.85.99.163        	              31
122.114.8.30         	             238
178.3.52.40          	              12
177.158.228.122      	              70
67.164.132.157       	              15
181.110.119.34       	              20
204.61.216.58        	               4
159.178.107.44       	            8698
124.120.64.98        	               5
140.250.248.202      	              19
201.254.177.103      	               5
108.84.160.151       	             141
82.59.105.180        	               6
98.14.88.52          	             503
71.6.146.185         	            6808
168.1.128.74         	            1327
92.17.120.3          	               4
159.178.117.153      	             691
36.99.119.77         	             126
206.253.208.209      	             639
124.119.107.89       	              16
37.229.201.164       	             551
186.232.56.222       	              18
212.114.114.167      	               2
95.85.47.123         	              84
107.77.221.58        	             234
185.35.62.246        	             207
187.182.123.218      	              30
208.80.125.4         	            4966
159.178.102.253      	            1939
190.48.120.219       	              26
183.167.199.202      	             375
107.14.19.234        	              36
176.241.148.186      	               2
67.248.215.208       	              10
131.221.189.57       	              30
180.112.211.135      	             117
70.185.119.223       	             838
190.48.228.142       	               6
113.110.46.116       	               8
59.88.81.82          	               5
190.48.109.144       	              96
60.254.123.8         	             181
128.227.220.36       	            5525
186.130.59.200       	             177
71.170.73.242        	              23
46.99.161.14         	              48
60.242.178.71        	               7
124.123.132.231      	             155
152.171.60.254       	              14
39.60.139.70         	              10
159.178.112.71       	            7315
180.114.111.56       	             551
185.35.62.92         	             199
117.144.221.54       	             242
176.112.18.85        	              14
66.102.7.166         	             706
200.23.242.227       	               8
89.229.224.13        	              48
80.112.185.21        	             176
76.19.252.160        	              10
27.33.111.15         	               5
36.149.7.183         	              16
159.178.114.23       	             628
52.84.133.123        	            1113
89.32.67.213         	             110
168.215.199.50       	              20
63.251.240.12        	            7380
61.91.32.202         	              15
24.42.228.110        	              18
66.75.177.5          	             193
159.178.128.203      	            3436
181.196.211.66       	               2
186.56.166.95        	              20
179.179.44.193       	              69
34.212.132.88        	             153
59.48.134.198        	             335
70.198.22.58         	             638
180.110.90.67        	             768
128.227.172.98       	             527
46.227.237.105       	              23
185.35.62.32         	             210
62.219.196.21        	              11
175.30.58.251        	              75
183.83.28.209        	             189
128.227.71.18        	            4926
223.81.242.29        	             103
119.31.210.23        	             242
209.40.163.254       	             133
181.113.196.116      	               5
122.52.115.102       	               2
36.110.108.122       	               4
205.251.192.52       	             465
114.240.91.26        	             303
83.183.115.46        	              50
88.247.52.231        	             114
134.236.48.83        	              12
124.123.32.81        	             364
12.125.103.234       	             676
223.65.142.123       	              20
50.58.32.50          	              12
83.217.185.11        	             131
87.241.82.141        	               7
23.15.60.229         	            2684
116.117.225.10       	              32
173.245.58.130       	             313
159.178.108.111      	            9848
119.62.203.79        	              76
154.16.49.140        	             288
37.202.95.231        	               4
82.135.174.107       	               9
50.112.201.212       	             907
104.92.16.146        	            5571
140.205.71.249       	             591
40.97.156.5          	             182
159.178.119.40       	            6164
177.202.224.107      	               8
178.151.86.88        	              69
59.148.45.82         	               9
96.68.84.154         	             463
220.187.213.154      	              22
113.87.50.190        	             667
159.178.118.66       	              32
94.206.126.34        	              16
112.248.68.116       	              40
171.212.208.197      	             227
54.165.24.101        	              17
106.67.105.60        	             174
96.247.19.219        	             352
177.80.241.151       	              13
77.255.198.79        	               2
189.144.210.6        	              22
213.136.145.171      	               9
205.251.196.29       	            4318
159.178.112.149      	             814
128.227.193.43       	             275
2.16.40.128          	            1296
120.63.203.239       	              13
174.218.133.54       	              20
181.211.192.201      	               5
107.77.221.23        	             244
8.254.173.133        	               7
213.254.138.15       	              24
188.3.122.64         	               4
159.178.129.216      	              89
128.227.71.143       	               6
49.64.21.115         	              50
121.239.13.28        	             845
111.16.103.115       	              10
1.196.250.145        	              93
49.70.12.158         	              98
121.234.113.252      	               2
182.50.213.248       	               2
85.203.106.179       	               8
98.70.43.185         	             676
67.151.60.134        	             310
71.252.126.152       	               4
64.33.175.153        	               7
195.175.11.26        	              15
24.201.255.33        	               2
181.230.224.225      	              53
125.72.147.133       	              66
188.69.231.79        	              82
223.65.142.200       	              48
198.16.79.60         	               8
216.200.232.223      	             472
115.231.102.115      	             121
88.247.236.169       	              16
204.61.216.67        	              36
182.64.121.78        	              23
179.111.213.90       	             107
177.34.158.106       	              69
179.176.111.37       	              26
72.21.91.113         	            1398
54.68.27.97          	               4
54.231.177.16        	             364
219.128.61.128       	             580
112.103.236.213      	              24
173.46.244.8         	             490
114.248.211.174      	             117
201.176.147.225      	              13
52.40.104.236        	              83
52.87.101.173        	             106
60.176.150.196       	               9
159.178.112.87       	            1820
139.217.8.168        	             140
23.48.173.4          	            2809
183.206.23.204       	              30
141.212.122.129      	             124
183.154.241.213      	               2
177.1.51.115         	               6
114.105.219.96       	              66
189.26.176.159       	              25
201.177.21.158       	               7
70.82.203.100        	              10
201.69.47.83         	              20
159.178.108.48       	            6501
183.249.174.157      	              88
46.10.188.111        	               2
181.196.135.114      	               2
71.83.83.186         	             202
113.11.45.176        	               3
112.71.48.134        	               4
62.44.74.12          	              52
197.45.217.99        	              11
168.195.183.153      	               2
188.42.135.244       	             175
27.4.50.94           	              45
196.202.71.245       	              21
174.227.141.158      	              38
142.163.168.14       	             658
36.150.10.251        	              24
85.48.149.165        	              24
181.211.91.186       	               2
31.168.195.111       	               5
197.50.81.97         	              29
119.246.243.19       	             165
217.122.98.61        	             237
190.10.8.214         	               9
59.42.88.48          	              41
202.234.232.202      	              29
179.218.228.243      	              17
203.104.137.9        	             555
51.140.99.71         	              11
159.178.117.125      	             878
217.160.143.122      	             107
117.60.202.16        	             544
112.24.50.53         	               7
128.163.48.6         	              70
190.212.51.34        	               8
52.26.58.54          	               6
114.232.83.44        	              10
216.172.118.77       	             112
103.82.208.13        	             228
84.9.84.21           	               8
59.161.74.246        	              15
179.99.214.166       	              50
159.178.106.207      	            2134
112.198.76.147       	               2
205.251.194.219      	             514
162.222.244.55       	             115
164.132.161.34       	             751
131.255.135.40       	              28
82.55.143.24         	               5
93.77.110.49         	               2
180.183.20.226       	               2
173.188.204.135      	            1330
219.155.207.13       	             579
174.227.4.58         	             984
193.243.207.2        	               8
71.57.158.50         	             670
213.149.182.223      	               7
24.194.4.182         	             127
103.66.0.16          	               6
159.178.108.165      	             464
54.208.16.183        	              65
60.231.40.16         	              12
62.141.240.29        	              41
176.74.107.208       	              14
54.70.115.20         	               6
201.177.28.99        	              16
72.38.33.188         	               4
205.251.193.189      	             285
68.87.56.36          	             461
205.251.194.112      	             513
111.203.19.6         	              46
185.190.152.131      	              20
52.24.49.107         	             578
101.184.55.60        	               2
179.43.156.195       	               4
159.178.109.227      	             704
77.234.41.252        	              39
204.79.180.2         	              97
223.85.85.206        	               9
95.14.50.146         	              13
108.21.246.39        	              28
104.46.50.125        	            2510
177.200.206.158      	              22
219.73.82.105        	               2
184.73.215.63        	             829
107.151.3.131        	             270
199.87.254.121       	             131
121.26.253.62        	              37
124.106.6.103        	               9
86.16.157.61         	              11
66.87.149.5          	             596
66.155.167.130       	              20
111.206.53.6         	             979
23.74.3.46           	             705
66.60.210.58         	             955
203.221.110.90       	               2
69.252.250.6         	             552
177.157.117.60       	              20
190.254.26.14        	              45
95.232.48.186        	               2
85.110.240.107       	              11
52.71.102.73         	             518
85.252.211.49        	              22
34.198.87.245        	             180
181.196.215.22       	               4
2.50.20.182          	              57
128.227.89.1         	             900
66.87.149.154        	             796
141.212.122.141      	             144
173.252.88.88        	             151
122.228.30.147       	             831
80.235.1.21          	              39
128.227.252.225      	             574
103.6.157.50         	             240
122.132.95.21        	              32
173.223.204.34       	               8
159.178.120.94       	            1027
79.185.38.10         	               2
69.27.243.91         	              20
172.58.153.169       	             788
74.120.81.219        	             327
109.202.229.72       	              48
179.255.169.231      	              10
58.8.197.202         	              14
166.137.240.113      	             104
81.215.199.136       	              25
159.178.108.153      	             212
83.233.86.182        	              15
64.191.171.194       	             124
64.27.72.179         	             390
187.101.248.113      	               6
169.55.70.195        	             557
159.178.110.129      	            2497
128.227.0.27         	             354
59.56.245.84         	              35
78.68.63.209         	             132
182.237.12.98        	              18
37.187.134.147       	             916
167.68.20.174        	            5423
54.175.204.88        	              62
181.21.7.224         	               8
117.195.96.140       	               4
193.108.91.14        	              16
122.178.84.30        	               2
180.106.201.20       	             134
157.240.11.22        	            3682
209.112.113.33       	            6487
13.111.2.128         	             105
24.135.239.18        	              34
171.78.253.255       	              10
83.3.55.67           	              35
95.101.36.67         	            6666
201.47.180.175       	              67
36.151.86.11         	              32
205.128.64.133       	               4
199.87.115.12        	             602
85.18.102.240        	               4
63.234.171.90        	              20
34.203.247.82        	             195
181.49.85.79         	               2
23.23.140.176        	             413
213.131.254.195      	               4
188.191.107.3        	              12
65.51.174.138        	              20
137.74.207.101       	             631
47.192.110.116       	              20
159.178.118.122      	             784
5.22.148.116         	               8
67.55.134.51         	               8
180.241.235.98       	               4
68.180.229.60        	              82
167.160.84.183       	             147
179.41.254.179       	             568
112.96.164.60        	               2
61.180.240.157       	              24
217.182.132.60       	             145
5.248.157.83         	             101
94.228.16.14         	              12
78.207.238.145       	               4
205.251.193.222      	            1231
146.135.25.61        	              13
221.196.102.248      	              31
216.69.185.43        	             597
186.61.128.200       	               8
103.9.75.89          	               9
205.251.198.67       	             524
204.13.250.1         	            1149
125.69.53.215        	              13
152.204.17.63        	               8
117.89.165.14        	             100
59.45.175.56         	            5172
213.251.128.138      	             176
111.17.99.87         	              27
116.74.99.21         	             174
216.21.232.198       	               4
159.178.240.223      	             961
181.112.0.212        	               6
203.113.112.60       	              59
63.135.90.143        	            1599
23.208.129.59        	            2041
159.178.100.162      	            6392
68.205.184.71        	              14
96.7.182.150         	            8364
159.178.112.101      	            1045
104.92.22.112        	            2427
159.178.142.58       	             123
179.40.133.64        	               9
88.247.146.96        	              17
99.119.10.134        	              96
189.10.209.232       	              11
91.72.208.147        	              21
182.58.125.4         	              12
118.172.52.110       	              22
104.92.7.25          	             488
23.30.13.49          	              55
117.197.232.147      	               3
68.190.144.169       	              14
173.252.90.83        	             193
201.172.223.97       	              67
113.119.144.116      	              10
190.51.0.224         	              26
24.251.59.102        	             148
190.235.82.224       	              23
141.212.122.137      	             126
205.251.195.31       	             581
70.185.106.200       	            3452
154.57.224.241       	              24
146.132.3.2          	             407
85.98.57.51          	               4
35.157.77.234        	             678
116.25.249.84        	              73
128.227.120.147      	              20
98.163.60.173        	             268
205.251.196.166      	             507
8.6.245.2            	              42
117.136.177.120      	             111
181.21.38.238        	              19
36.150.112.147       	               8
85.105.14.87         	              30
180.148.34.249       	              22
128.227.76.95        	             552
134.29.1.130         	             876
187.209.130.246      	              70
118.120.52.156       	               2
113.64.209.45        	              20
212.156.83.174       	              18
173.68.168.109       	              22
203.178.148.19       	            1146
114.224.125.214      	             947
175.152.77.146       	              54
173.245.58.102       	             390
159.178.115.102      	            7063
190.26.150.169       	               2
179.36.159.245       	               9
117.248.10.59        	               2
112.22.255.146       	               8
187.11.205.79        	               4
52.4.88.121          	             525
173.66.176.93        	             544
190.67.85.59         	              18
199.166.0.40         	             711
52.22.128.168        	              73
90.36.154.182        	               6
162.205.239.100      	              20
96.44.44.134         	               2
181.20.248.240       	               6
141.212.122.110      	             130
181.113.199.23       	               9
201.69.181.57        	               2
190.175.231.156      	              19
110.77.206.66        	              12
203.119.40.1         	             337
125.92.33.160        	              13
207.210.59.160       	              78
159.178.106.176      	            3834
82.147.40.34         	              14
112.65.241.242       	              37
60.246.27.96         	               2
167.250.125.115      	               4
159.178.120.116      	            4511
160.109.21.1         	              36
217.160.113.81       	              82
190.152.7.44         	              10
180.112.227.157      	              56
72.27.91.168         	               6
171.214.206.75       	              17
216.69.185.26        	             558
23.111.9.32          	            1299
159.178.126.241      	            1166
195.189.17.156       	              13
187.155.64.130       	              15
201.240.78.99        	              13
216.145.142.178      	               5
88.232.155.29        	              20
128.227.73.86        	              92
170.244.204.254      	               4
36.151.36.15         	              16
182.39.237.194       	             169
159.178.100.234      	            4717
73.57.251.168        	             632
223.65.189.86        	              36
181.166.125.52       	              14
117.194.91.235       	               4
49.35.10.67          	             608
124.253.240.75       	               7
128.227.163.206      	            2124
159.178.114.132      	              55
84.51.34.78          	              14
185.31.98.217        	               3
136.24.134.126       	             154
65.25.217.100        	              10
117.95.229.239       	             232
128.227.33.69        	             540
128.227.112.222      	            7904
14.200.46.188        	               6
60.171.117.63        	             157
159.178.109.180      	            5744
66.249.93.216        	              79
8.253.133.148        	               6
42.122.193.160       	               2
128.227.46.55        	            1553
71.13.180.1          	               2
159.178.135.119      	             223
117.201.101.217      	               3
173.194.216.188      	             583
73.202.38.59         	             948
117.192.54.162       	              20
182.39.225.11        	              21
110.78.148.152       	               5
74.125.177.68        	             332
221.125.92.156       	               8
71.6.202.196         	             756
181.24.35.67         	              14
152.160.65.138       	              15
34.202.166.202       	             164
46.10.136.26         	              54
208.109.255.17       	             303
181.27.137.251       	              12
88.249.47.247        	              17
168.197.255.60       	             283
190.173.155.132      	              20
213.45.185.240       	               2
119.28.60.121        	               7
128.227.102.180      	             831
64.68.48.71          	             902
72.76.250.87         	              20
152.171.229.73       	               4
24.101.54.48         	              81
202.46.58.77         	             624
63.228.23.170        	               4
112.64.15.31         	             144
199.36.90.217        	               6
66.102.6.179         	             502
81.214.118.134       	               4
219.77.172.136       	               4
216.21.234.71        	             115
90.176.171.186       	              22
107.77.220.19        	            1360
23.15.48.245         	             618
159.178.106.213      	             583
66.249.88.148        	            1994
23.208.130.146       	            1408
222.95.18.110        	              30
121.121.84.16        	              21
54.192.160.237       	             197
195.154.217.95       	               3
197.50.127.226       	              16
158.229.207.70       	              37
85.109.159.104       	               8
35.158.52.245        	             122
111.34.109.5         	               2
201.176.228.193      	               5
47.15.13.21          	             172
159.178.106.120      	             108
36.150.231.118       	              24
107.77.219.126       	             785
80.78.211.245        	               3
1.186.98.148         	             419
78.186.240.165       	              10
54.165.128.125       	             630
70.162.181.230       	             256
91.207.27.52         	               2
120.83.96.196        	              45
130.14.252.50        	             530
70.171.61.25         	               4
159.178.137.117      	            7581
91.126.203.132       	             549
104.92.17.82         	            8390
104.210.9.235        	             843
89.2.2.6             	               2
159.178.139.109      	            1368
87.16.194.85         	               4
71.10.184.170        	             112
203.91.202.54        	               4
40.97.156.104        	              14
164.132.161.16       	             256
27.200.93.13         	              87
41.38.66.247         	              10
78.187.167.203       	               5
181.113.79.110       	               4
173.252.124.22       	             110
67.230.166.108       	             255
78.160.27.71         	             116
205.251.194.145      	             432
39.162.219.10        	              33
108.46.251.152       	               4
108.179.232.161      	               2
74.93.208.101        	              20
177.43.63.118        	              45
205.251.197.223      	             634
194.0.11.108         	              22
205.251.195.252      	             507
23.29.88.108         	               4
64.12.91.196         	            1749
78.183.230.221       	               8
223.149.253.236      	              27
209.152.134.48       	              10
221.212.132.213      	             177
95.6.25.12           	              15
78.188.171.26        	              34
190.12.76.5          	             376
171.61.163.81        	               6
189.35.193.18        	              20
182.53.131.170       	               8
69.43.106.2          	             686
180.151.197.27       	              23
159.178.113.199      	             532
103.27.50.124        	             179
96.8.28.31           	              25
60.28.210.116        	             215
96.46.31.76          	               9
65.55.37.41          	             682
190.173.225.175      	              68
184.85.248.64        	            3771
205.251.199.57       	             568
88.108.241.8         	              12
36.150.104.77        	              27
95.6.72.64           	              12
111.23.152.195       	               4
82.194.18.196        	              30
89.45.97.69          	              49
173.215.16.139       	              11
41.33.229.210        	               4
173.220.140.126      	              20
207.204.21.127       	              48
81.99.184.208        	               8
166.173.249.183      	              23
182.33.90.192        	              23
200.158.87.106       	               6
122.162.131.23       	              43
181.196.217.13       	               4
103.192.117.159      	             530
114.134.80.144       	             506
159.178.107.15       	            3973
66.75.177.76         	             261
112.205.119.173      	              45
198.143.63.2         	             227
83.23.33.160         	              28
205.251.199.138      	             735
191.80.194.168       	              15
91.36.127.252        	               2
66.102.7.237         	             120
120.209.99.122       	              39
181.211.89.20        	               6
180.241.233.108      	               2
64.236.82.78         	             150
49.248.63.236        	              29
190.48.127.23        	               6
77.247.159.193       	             107
103.212.132.83       	               8
191.250.187.222      	              17
54.215.9.93          	              25
78.139.39.177        	               2
66.151.48.2          	               4
219.93.41.185        	              16
216.107.188.44       	             257
201.127.164.50       	              21
82.222.59.107        	              11
200.229.248.10       	             175
202.46.51.87         	             108
199.7.202.215        	             286
212.92.115.57        	               2
149.174.28.142       	             551
180.183.20.124       	               2
74.111.189.248       	              14
49.85.34.88          	               2
190.179.158.158      	              12
151.101.128.217      	             508
159.178.135.107      	             524
98.188.202.173       	              20
65.24.5.237          	             108
54.229.136.60        	            1114
223.65.188.76        	              24
205.251.197.80       	            2389
193.28.86.120        	               4
66.249.83.220        	              12
216.53.158.3         	              32
50.19.83.4           	             151
192.101.143.1        	             578
208.80.124.2         	            5001
182.253.162.86       	              61
175.139.90.198       	              19
159.178.62.74        	             507
93.72.139.185        	              23
91.145.41.67         	              42
71.150.84.166        	               2
24.93.71.196         	             348
216.183.110.198      	               2
90.68.0.129          	              17
159.178.104.113      	            1076
139.121.238.38       	             105
180.76.15.160        	            3450
117.82.101.181       	              17
71.56.57.8           	             197
61.0.122.64          	               7
121.122.98.249       	              18
113.193.28.182       	              66
205.251.198.227      	             666
116.11.131.197       	              45
201.240.186.131      	               9
73.213.211.168       	              19
80.22.114.173        	               4
58.56.212.4          	              90
136.159.96.25        	              22
190.175.153.242      	              16
176.234.66.93        	               4
39.46.66.216         	              12
120.25.118.5         	              11
223.207.176.78       	              11
118.173.37.241       	              23
191.119.63.59        	               2
146.20.129.120       	             218
182.33.88.151        	             820
182.58.228.236       	               5
68.190.81.190        	              11
189.102.209.145      	              25
198.51.44.5          	            2297
120.145.139.148      	               5
132.235.200.42       	              13
192.229.173.72       	             160
179.253.181.246      	              20
24.93.50.8           	             111
108.189.55.231       	              20
88.249.248.8         	              16
222.130.209.142      	               6
62.216.31.196        	               5
74.88.64.62          	               4
115.215.49.207       	               9
49.151.77.234        	               2
27.154.126.153       	              12
66.249.93.212        	              18
190.17.137.14        	               8
75.145.245.21        	              20
223.67.196.54        	              24
187.127.179.10       	               4
181.196.214.91       	               2
151.101.192.134      	             445
156.154.68.3         	              33
152.204.7.144        	              17
111.192.17.26        	               8
120.63.215.170       	               7
199.59.150.89        	             204
24.44.97.212         	              20
192.64.236.244       	             116
205.251.196.159      	             617
69.195.159.158       	             262
192.55.52.33         	             323
75.161.98.184        	              27
103.60.143.248       	               5
69.181.49.184        	               4
112.115.97.205       	              39
122.177.22.211       	              17
210.56.18.8          	               2
121.75.1.71          	               9
75.145.79.178        	              10
174.137.122.28       	             859
128.227.71.181       	             618
187.19.7.226         	             132
52.84.76.103         	             128
110.138.243.160      	               2
115.213.111.0        	               9
104.45.11.195        	             685
199.254.55.1         	             238
27.114.170.22        	               6
83.19.32.162         	               8
209.85.216.177       	            2130
207.244.102.143      	             129
206.74.52.130        	             222
83.11.243.180        	              12
109.124.148.30       	               8
81.134.47.95         	               5
72.8.220.238         	              21
198.61.149.214       	             762
73.248.70.233        	             123
95.15.56.50          	              10
174.227.131.188      	            1820
63.140.34.227        	             128
182.251.254.7        	             228
205.251.198.229      	             524
191.82.235.204       	              27
181.24.166.9         	               7
36.150.7.158         	               8
117.192.194.183      	               7
200.107.52.123       	               4
34.228.70.218        	             113
188.2.165.78         	               2
5.39.23.156          	              61
205.251.197.1        	             578
159.178.100.223      	             620
39.40.255.185        	              17
61.139.113.122       	               2
36.149.68.190        	               8
85.105.237.224       	               8
153.69.129.2         	               4
85.109.190.215       	              14
104.16.85.27         	             134
36.66.69.33          	             841
186.18.44.134        	              16
8.0.26.129           	              41
80.68.127.59         	               6
84.9.16.111          	               6
208.54.4.120         	             139
66.163.146.105       	              10
104.47.0.131         	             606
104.16.18.35         	            1763
203.198.252.102      	               6
186.135.14.178       	               7
124.91.113.199       	              33
123.176.15.114       	               2
115.114.191.50       	              70
205.251.195.159      	             517
70.185.109.39        	             253
117.217.251.254      	               9
136.243.42.250       	             224
66.113.138.2         	               4
107.21.248.242       	             582
209.222.66.235       	             108
193.38.119.32        	             148
143.107.107.242      	             441
5.54.36.23           	               6
128.227.112.219      	            2854
212.116.91.53        	              67
34.253.37.128        	             104
34.198.161.87        	             675
23.21.89.124         	             253
177.5.32.72          	               3
114.247.86.241       	              57
213.136.145.135      	               9
79.12.101.32         	              10
115.195.246.55       	              14
204.11.104.3         	             650
69.171.225.75        	              70
63.149.195.11        	             371
187.7.15.22          	              27
54.239.29.0          	             586
82.45.24.197         	              24
86.120.78.219        	              13
96.56.185.250        	              10
117.204.110.136      	               5
117.81.3.213         	              42
107.77.219.217       	            1498
103.58.66.5          	              14
186.85.209.240       	               2
223.221.63.26        	              33
116.58.229.59        	              12
84.219.206.215       	              10
181.167.77.115       	             529
67.131.239.214       	               6
172.3.15.100         	              20
90.204.103.16        	               2
159.178.139.66       	              48
192.221.138.15       	              11
159.178.108.70       	             977
183.26.170.217       	              32
77.163.49.171        	               5
66.87.149.194        	             799
191.82.139.246       	               8
37.152.91.48         	              14
198.147.29.164       	              88
207.204.40.111       	              26
186.134.3.120        	               7
186.213.164.71       	               3
222.66.251.13        	              22
205.251.195.224      	             292
66.249.64.2          	              33
46.134.139.136       	               2
146.20.129.69        	             310
113.82.239.3         	               4
201.176.235.155      	              17
161.132.32.207       	              16
203.186.79.86        	              27
93.184.216.16        	             939
152.163.29.5         	             708
52.216.64.56         	             177
213.110.94.190       	              36
